Is Spam,"In your own words, what is PrEP?","In your own words, what is PEP?",How would you best describe U=U to someone else? (Even if you are uncertain)
1,It's a partner to condoms.,"It's comparable to ""fire insurance.""",
1,,,
1,,,
1,,,"Beyond preventing transmission, staying undetectable keeps the person living with HIV healthy, prote"
1,PrEP (Pre-Exposure Prophylaxis) is a medication taken by people who are HIV-negative to reduce their,PEP (Post-Exposure Prophylaxis) is an emergency HIV prevention treatment taken after a possible expo,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I don’t know
1,,,Great job
1,,,
1,,,Treatment makes HIV untransmittable when undetectable.
1,,,
1,,,
1,,,It's about HIV
1,,,"Basically, U=U says that if you have HIV but your viral load is undetectable thanks to medications"
1,,,
1,PrEP (Pre-Exposure Prophylaxis) is a medication taken by people who are HIV-negative to reduce their,PEP (Post-Exposure Prophylaxis) is an emergency HIV prevention treatment taken after a possible expo,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U means an undetectable HIV viral load that makes the virus untransmittable. Risk is zero.
1,HIV drugs,,
1,,,
1,,,
1,,,1. Undetectable HIV can’t be passed on through sex
1,,,
1,,,
1,,,"It shows that with the right treatment, HIV can't be transmitted through sex."
1,Drugs people take to prevent them from getting HIV,HIV prevention drug,
1,,,It means treatment lowers HIV so much that it can’t be transmitted sexually.
1,,,Like when someone takes their medication fully the virus becomes neutral
1,,,
1,,,
1,,HIV medication,
1,,,
1,Drugs you take to prevent HIV,,
1,,,
1,,,
1,PrEP (Pre-Exposure Prophylaxis) is a medication taken by people who are HIV-negative to reduce their,PEP (Post-Exposure Prophylaxis) is an emergency HIV prevention treatment taken after a possible expo,
1,,,
1,,,
1,,,"A way to emphasize that people living with HIV on successful treatment can have healthy, normal rela"
1,,,U=U means that a person living with HIV who takes treatment and has an undetectable viral load canno
1,,,"When it’s undetectable, it can’t be passed on through sex."
1,,,U=U means that a person living with HIV who takes treatment and becomes undetectable cannot pass the
1,,,
1,,,
1,It’s a preventive medical approach where people who are at risk of getting HIV take medication,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP (Pre-Exposure Prophylaxis) is a medication taken by people who are HIV-negative to reduce their,PEP (Post-Exposure Prophylaxis) is an emergency HIV prevention treatment taken after a possible expo,
1,,,
1,,,Undetectable  Untransmittable  virus
1,,,
1,,,
1,It's a med i take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,,,
1,,,
1,,,Undetectable HIV and cannot be transmitted because it’s too low in the body
1,,,U=U stands for “Undetectable = Untransmittable.” It means that when a person living with HIV takes t
1,,,It means that when a person living with HIV takes their medication correctly and keeps the virus at
1,,,Undetectable and  Untransmittable Virus (HIV)
1,,,
1,,,It mean undetectable virus even with clinical test
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable =untransmittable
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable transmission
1,,,Not transmittable HIV or undetectable by clinical test
1,,,
1,,,
1,,,
1,,,Not transmittable and undetectable Virus or HIV due to constant taking of drugs
1,,,Undetectable transmission HIV even with clinical test
1,,,
1,,,Not communicable or transmissible HIV
1,,,Not been able to transmit or undetectable virus even with clinical test
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,staying undetectable requires taking medication regularly and attending routine checkups.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Low level of virus that can’t be seen through test or hard to transmit
1,,,
1,,,
1,,,
1,,,means the virus is so low in the blood that standard tests can’t find it. So with consistent treatme
1,,,
1,,,
1,,,
1,,,
1,,,It means that a person living with HIV who is on effective treatment and has an undetectable viral l
1,,,
1,,,
1,,,U=U means that someone living with HIV who takes treatment and reaches an undetectable viral load ca
1,,,
1,,,U=U means that someone living with HIV who takes treatment and reaches an undetectable viral load ca
1,,,
1,,,
1,,,
1,,,
1,,,U=U means that someone living with HIV who takes treatment and reaches an undetectable viral load ca
1,,,U=U means that someone living with HIV who takes treatment and reaches an undetectable viral load ca
1,,,
1,,,U=U means that someone living with HIV who takes treatment and reaches an undetectable viral load ca
1,,,It means that a person living with HIV who is on effective treatment and has an undetectable viral l
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable means the amount of HIV is so low that standard tests cannot find it.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,staying HIV undetectable requires taking medication regularly and attending routine checkups.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"when a person living with HIV takes their medication consistently, the virus can become undetectable"
1,,,
1,,,
1,,,
1,,,
1,,,I see U=U as proof that treatment makes me non-infectious.
1,,,Zero transmission
1,,,"If someone with HIV takes their medication properly & the virus is undetectable, they don’t pass it."
1,,,I don't understand
1,,,Something in range that cannot be transmit
1,,,
1,,,U=U means that people living with HIV who maintain an undetectable viral load do not pass the virus
1,,,
1,,,I have never heard of it
1,,,
1,It’s a preventive measure for people who may have higher chances of exposure to HIV.,"It’s a preventive treatment, but used after exposure instead of before",
1,It’s a pill you take consistently to block HIV from infecting you.,It’s a medication that works best when taken within 72 hours of possible HIV exposure.,
1,"PrEP is like a safety layer,it helps stop HIV before it can take hold in your body.",PEP helps stop HIV from taking hold in your body if you act fast,
1,PrEP is something you take ahead of time to protect yourself from HIV,PEP is a treatment you start after possible HIV exposure to lower your risk,
1,"PrEP stands for pre-exposure prophylaxis, and it helps prevent HIV before exposure",PEP is a 28-day treatment you start soon after being exposed to HIV.,
1,,,Like a treatment
1,,,"It,s a treatment for prevention"
1,PrEP is a daily pill you take to help prevent getting HIV before you’re exposed to it.,PEP is a medication you take after possible exposure to HIV to help prevent infection.,
1,,,
1,,,
1,,,
1,It’s preventive treatment for people at risk of HIV.,It’s treatment you take after a possible HIV incident.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,A person that is taking treatment will be hard for it to be detected hence it won’t be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,Some what confident about it
1,,,"If the virus is suppressed, it won’t spread sexually."
1,,,
1,,,
1,,,
1,,,People with HIV are safe with proper care
1,,,
1,,,
1,,,
1,,,
1,,,U=U means that a person with HIV who has an undetectable viral load cannot pass HIV to others throug
1,,,When the viral load is reduced by the use of antiretoviral drugs
1,,,
1,,,HIV that's is undetectable can't be transmitted to another person
1,,,It reassures couples that HIV doesn't have to define their relationship risk.
1,,,Undetectable virus and untransmittable to others
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Untransmittable and undetectable
1,,,
1,,,Untransmittable and undetectable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means transmission is prevented with this treatment especially through sex.
1,,,
1,,,
1,,,Untransmittable
1,,,
1,,,It means hiv can be be controlled from spreading from infected treated person to other
1,,,Untransmittable
1,,,
1,,,
1,,,
1,,,
1,,,Untransmittable
1,,,
1,,,Untransmittable
1,,,
1,,,I don’t know honestly
1,,,This is when the viral load is reduced in an HIV positive patient because of the antiretoviral drugs
1,,,It helps so that I can’t transmit the virus through sexual intercourse
1,,,A person that is taking treatment maintains an undetectable viral load
1,,,It encourages testing and treatment
1,,,"When it's undetected, It is untrasmittable"
1,,,
1,,,
1,,,Undetectable isn’t just a lab result it’s a full stop sign for transmission.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,It is a medication used to prevent HIV when a person has not made contact with an infected person.,This is a medication used to prevent HIV after a person has made contact with an infected person.,
1,,,"If HIV can't be detected, it can't be passed on through sex"
1,,,undetectable HIV means untransmittable HIV.
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"End with hope, this is why people with HIV can have relationship and families without fear"
1,,,"Let those people with HIV has a friend, it will help them heal fast than think"
1,,,End with hope without fear in relationships
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It a powerful public health message backed by science.
1,,,HIV becomes controlled and unspreadable with treatment
1,,,
1,,,
1,,Preventive measure for stds,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Proper treatment reduces HIV spreads
1,,,This is when the antiretoviral drugs make the viral load undetectable in a HIV patient
1,,,Untransmittable
1,,,
1,,,
1,,,Untransmittable and undetectable
1,It's a way to prevent HIV (human immunodeficiency virus) before someone is exposed,a short term HIV prevention treatment taken after a possible exposure to HIV (like unprotected sex,
1,,,Critically
1,,,U=U means undetectable HIV can’t be passed on.
1,,,It emphasizes the importance of testing and staying on treatment.
1,,,
1,,,U=U is the Idea that effective HIV treatment stop the virus from being spread sexually.
1,,,
1,,,
1,,,Undetectable HIV can not be transmitted through sex
1,,,HIV that's undetectable can't be passed on to someone
1,,,
1,,,
1,,,
1,,,Untransmittable undetectable
1,A process of guiding someone before been exposed to HIV,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Treatment prevents HIV from spreading.
1,,,"If HIV is undetectable, it can’t be passed on."
1,,,It means HIV cannot be transmitted by a treating patient to someone else
1,,,Untransmittable
1,,,"When HIV is undetectable through treatment, it’s untransmittable to others during sex."
1,,,"If you’re undetectable, you’re not infectious and can’t transmit HIV sexually"
1,,,"If the virus can't be detected, it can't be passed on"
1,,,This means people living with HIV and take antiretoviral drugs maintain an undetectable viral load
1,,,"if a person with HIV is undetectable, it can't pass on"
1,,,
1,,,
1,,,Means we can have sex with transmitted
1,,,
1,,,Someone living with HIV is on effective treatment cannot transmit HIV to others through sex
1,,,
1,Is a medication that helps to reduce the risk of HIV transmission,A treatment taken after exposure to a disease.,
1,Injection for HIV prevention,A treatment taken after exposure to disease,
1,,,It means if the virus is too small thing detect then it cannot be transmitted
1,,,
1,,,when someone living with HIV is on effective treatment they cannot transmit HIV to others through se
1,,,The virus can no longer be transmitted
1,,,
1,,,
0,Hiv prevention,,
1,,,"In simple conversational terms, I describe U=U as hope for people living with HIV and clarity for ev"
1,,,
1,,,
1,,,
1,,,
1,,,U=U empowers individuals by giving them control over both their health and their impact on others.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I sometimes say: Think of undetectable as being just as safe as HIV-negative when it comes to transm
1,,,"It means hiv can't be spread , because treatment as already been given"
1,,,The HIV carrier cannot transmit the virus
1,,,
1,,,
1,,,
1,,,This is a way to get test and health care exams for HIV
1,,,
1,,,I don't think I know much about this
1,,,I don't think I know much about this
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,A preventative measure drug,A preventative measure,
1,,,
1,,,I haven't heard of it
1,,,
1,,,
1,,,
1,,It is a drug that is taken after having sex with someone you suspect has HIV without protection,
1,,,
1,,,
1,,,
1,,,
1,,,Vertical transmission: Undetectable viral load also drastically reduces the risk of mother-to-child
1,,,
1,,,
1,,,
0,A safeguard against HIV,,
0,,,
1,,,
1,,,
1,,,Means a HIV carrier cannot transmit the virus anymore
0,,,A scientific consensus that people living with HIV who are on effective treatment and have an undete
0,,,"A scientific, evidence-based fact that people living with HIV on effective, consistent treatment who"
0,,,"U=U stands for Undetectable = Untransmittable, a science-backed principle about HIV transmission."
1,,,"If HIV is undetectable in someone's blood because of medicine, there's not enough virus to transmit"
1,Prevention,,
1,,,
1,,,
1,,,It means treatment for preventing HIV to spread through sex.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"In my view, U=U is a powerful movement that fights harmful stigma and fixes widespread misinformatio"
1,,,
1,,,
1,,,
1,,,"U=U means the virus is reduced so much by treatment that it becomes undetectable, it can be transmit"
1,,,
1,,,
1,Presentational,,
1,,,U=U means that a person living with HIV who is on effective treatment and maintains an undetectable
1,,,
1,,,
1,,,It is my understanding that undetectable status eliminates the risk of sexual transmission.
1,PrEP is a drug that prevents HIV,It's a drug that prevents HIV,
1,PrEP is a preventative strategy for people who do not have HIV.,PEP is an emergency medication taken after a single high-risk event to prevent the virus from taking,
1,PrEP is a preventative strategy for people who do not have HIV.,PEP is an emergency medication taken after a single high-risk event to prevent the virus from taking,
1,,,
1,,,U=U means effective HIV treatment can reduce the virus so much that it can’t be transmitted to a par
1,,,It stop me from passing the virus through sex
1,,,
1,,,
1,It’s a daily pill that lowers your chances of getting HIV if you might be at risk,It’s a short treatment you start soon after a risk to reduce your chances of getting HIV,
1,,,
1,,,
1,,,"Whenever I describe U=U to others, I make sure to separate fact from fear and misleading online info"
1,,,I’d tell someone: U=U means my HIV medication suppresses the virus so much that it becomes impossibl
1,Pre-Exposure Prophylaxis (PrEP) is administered prior to potential HIV exposure to prevent infection,Post-Exposure Prophylaxis (PEP) is initiated after exposure to reduce the likelihood of seroconversi,
1,,,
1,,,
1,,,Don’t know what that is
1,,,
1,,,
1,,,It’s the best
1,,,It shows that HIV can be controlled with treatment to avoid spreading through sex.
1,,,I would when Hiv is undetectable in a body I can't be transmitted to their sexual partner
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"U=U means that when HIV is not showed, it can’t be passed to sexual partners."
1,,,"U=U means that when someone living with HIV has a consistently undetectable viral load, they cannot"
1,,,U=U means that a person living with HIV who keeps an undetectable viral load does not pass the virus
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,The way I understand PrEP is that it is a daily pill that builds protection inside your body against,The way I understand PEP is that it is a time sensitive treatment you take after possible exposure,
1,,,
1,,,Never heard
1,,,"I wanted or needed some kind of specialty medical services in the last 12 months, but could not acce"
1,,,
1,,,
1,It’s a pill you take regularly to lower chances of getting HIV,It’s a treatment started after exposure that can reduce your chances of getting HIV,
1,It’s treatment you begin quickly after exposure to help stop HIV,It’s treatment you begin quickly after exposure to help stop HIV,
1,,,
1,,,
1,,,
0,,,
1,,,It means that successful treatment prevents the virus from being transmitted to others.
1,,,
1,,,Something I just came across
1,PrEP is daily prevention before exposure,PEP is a short-term treatment after exposure.,
1,,,
1,,,
1,,,
1,,,Try it
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"For me, explaining U=U starts with admitting I used to be scared. But now I understand: if I stay un"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,PrEP is a daily medication that helps stop HIV from infecting you,PEP is medicine taken after a risky situation to prevent HIV infection,
1,,,
1,,,"Undetected, not transmitted"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,Pre exposure prophylaxis if take once a day can lower your risk of contracting HIV,It can decrease your chances of contracting CERTAIN STIs but is not 100% guaranteed.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,Medicine to prevent HIV,Medicine taken after possible HIV exposure,
1,,,
1,,,
1,,,
1,,,When someone takes their medication and the virus is understandable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,For prevention,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,This is when someone that have been infected and cannot transmitt because of the consistent treatmen
1,,,You can't never get contaminated by having sex
1,PrEP is a preventative strategy for people who do not have HIV.,PEP is an emergency medication taken after a single high-risk event to prevent the virus from taking,
1,,,
1,,,U=U means that people living with HIV who keep their viral load undetectable over time cannot transm
1,,,"It is a massive win for science, but I think the general public is still stuck in the 90s."
1,,,
1,To help u stay safe,,
1,It is taken to prevent HIV,it is a type of preventive mediation taken after nprotected sex with possible exposure to HIV,
0,,,"It’s not just a ""low risk""—the risk is effectively zero."
1,,,U=U means that when someone living with HIV takes their medication consistently and their viral load
1,,,Undetectable means uninfectable
1,,,
1,Something that help reduce chances of contracting HIV,,
1,Something that help lower the chances of catching HIV,Something you take when you feel you may have been exposed,
1,A drug used to prevtn hiv,,
1,,,
1,A second layer of sexual  protection,,
1,,,
1,,,"U=U means that when HIV is undetectable in the body, it cannot be transmitted to sexual partners."
1,,,
1,,,U=U means that people living with HIV who consistently maintain an undetectable viral load do not tr
1,,,
1,,,
1,,,
1,,,U=U means treated HIV cannot be passed on
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
0,,,
1,,,It only applies tosexual transmission; it does not eliminate risk for sharing needles or other blood
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U means HIV treatment stops sexual transmission
1,,,
1,,,
1,"It's a ""habit"" that needs to be taken daily.",A one-month course of treatment is required and cannot be stopped.,
1,,,the virus is controlled so well that they can’t pass it to their partner during sex. As long as they
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Effective HIV treatment that makes the virus undetectable prevents it from spreading during sex.
1,,,"If you stick to your meds, you don’t give HIV to your partner"
1,,,Undetectable equals untransmitable
1,,,
1,Prep is a pill that prevents HIV,I see prep as a 99 percent effective pill for preventing HIV if you take the dose well,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,To me prep is a pill used for the prevention of HIV,To me it is 98 percent efficient in preventing HIV if the dose is taken properly,
1,,,It means that effective medication eliminates the possibility of sexually transmitting the virus.
1,It's a pill for preventing HIV,It's 99 percent efficient for preventing HIV if taken properly,
1,,,
1,,,
1,,,"U=U means the treatment works so well that the virus becomes undetectable, not going to affect you"
1,,,
1,,,U=U means treatment controls HIV and prevents spread
1,,,
1,,,It can't be transmitted if you don't have it
1,,,Undetectable HIV means no risk of sexually transmitting virus onward
1,A drug to prevent hiv,,
1,Prep are pills that prevent HIV,Pep is mainly use for prevention of HIV making it less risky,
1,,,"You're well having sexual intercourse , without transmitted"
1,,,"U=U means that when people living with HIV keep their viral load consistently undetectable, they do"
1,,,"It is essentially the ""ultimate goal"" of modern HIV treatment."
1,,,
1,,,
0,,,U=U is a scientific consensus principlefor HIV: Undetectable = Untransmittable.
1,,,it means the person has a low viral load and cannot transmit the virus
1,,,
1,,,
1,,,
1,,,
1,,,"U=U means the HIV is undetectable, it cannot be passed to sexual partners."
1,,,"U=U means that when HIV is inaccessible, it cannot be transferred to sexual partners."
1,,,
1,,,The HIV that can't be transferred due to full compliance of treatment
1,,,
1,,,Untransmittable HIV virus
1,,,
1,,,I understand this means keeping the virus suppressed so I cannot pass it.
1,,,
1,,,
1,,,I need to remember that having an undetectable HIV viral loaf means I don't transmit the virus to pa
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
0,,,"Core Definition: U=U stands for ""Undetectable = Untransmittable,"" meaning people living with HIV who"
1,,,"From my personal understanding, U=U breaks down harmful stereotypes that have unfairly targeted peop"
1,,,
1,,,
1,,,"U=U means that when HIV is undetectable in the body, it cannot be transmitted to sexual partners."
1,,,
0,,,I’m not sure
1,,,
1,,,
1,,,Is a Effective treatment
1,,,
1,,,
1,,,
1,Prevents hiv,,
1,Not entirely sure,,
1,Prep is a pill that prevents Hiv,I see it as 99 percent effective for preventing Hiv is you take the dose well,
1,Prep is a pill that prevents Hiv,I see it as 99 percent effective for preventing Hiv is you take the dose well,
1,Prep is a pill that prevents Hiv,I see it as 99 percent effective for preventing Hiv is you take the dose well,
1,,,
1,Prep is a pill that prevents Hiv,I see it as 99 percent effective for preventing Hiv is you take the dose well,
1,Prep is a pill that prevents Hiv,I see it as 99 percent effective for preventing Hiv is you take the dose well,
1,,,
1,,,
1,,,This is when HIV can no longer be transmitted or detected
1,,,When HIV becomes invisible in a person's system
0,,,The point HIV become undetectable in a person
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Undetectable
1,,,Undetectable
1,,,It is unseen or asymptomatic
1,This isn't a supermarket supplement. You need to go to a Dallas clinic (like Prism Health or a publi,"For occupational exposure: In Dallas, many healthcare workers, police officers, and firefighters are",
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,People on successful treatment can live healthy lives and do not pass HIV sexually when undetectable
1,,,The U=U message says loud and clear: undetectable HIV doesn’t spread to others.
1,,,
1,,,
1,,,
1,,,"If your HIV is undetectable, U=U means you can't pass it on to others."
1,,,
1,,,
1,,,
1,,,
1,PrEP helps people stay HIV-free even if they are exposed to the virus.,PEP is a short-term treatment taken after exposure to protect against HIV.,
1,,,
1,,,A tool used by healthcare providers and advocates to normalize living with HIV and encourage people
1,,,
1,,,
1,,,HIV can’t be transmitted through sex if medications are taken
1,It's a med I take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,It reduce the risk of getting HIV from sex by about 99%,It's a emergency pill you take for prevention,
1,,,
1,,,
1,,,
1,,,
1,,,It’s a situation where transmission is not possible
1,,,Something that can’t be transmitted
1,,,Something that can’t be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,
1,PEP means Post-Exposure Prophylaxis.,PEP means Post-Exposure Prophylaxis.,
1,PEP means Post-Exposure Prophylaxis.,PEP means Post-Exposure Prophylaxis.,
1,,,I don’t really know much about it
1,,,I don’t have an idea
1,,,
1,,,
1,,,
1,,,
1,,,It's medication used to prevent the transmission of HIV from someone who is HIV-positive.
1,,,Unitarian Universalism (a religion) or Undetectable = Untransmittable (HIV treatment efficacy)
1,,,It's medication used to prevent the transmission of HIV from someone who is HIV-positive.
1,,,It's a medication for preventing the spread of HIV from positive patients
1,,,
1,,,It's medication used to prevent the transmission of HIV from someone who is HIV-positive.
1,,,It's a product prescribed to prevent the contacting of HIV from a positive patient.
0,,,
1,,,Great and amazing
1,,,Awesome
1,,,
1,,,
1,,,
1,,,
1,,,I don’t really have much to say to someone about it
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,. It is a health-education message and global campaign signifying that individuals living with HIV w
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,"If you worry about HIV from unprotected sex or sharing needles, PrEP is a special shield your doctor","A ""prescription first-aid kit"" requiring a doctor's prescription: You cannot buy PEP at a pharmacy.",
1,,,
1,,,Unitarian Universalism (a religion) or Undetectable = Untransmittable (HIV treatment efficacy)
1,,,
1,,,
1,,,No idea
1,,,Can't be transferred to someone
1,,,People with lower loads of the virus and can't transmit through sex
1,,,"When introducing U=U in daily conversations, I focus on its practical impact on daily life and emoti"
1,,,
1,,,
1,,,
1,,,
1,,,"While U=U eliminates sexual transmission risk, condoms, PrEP, and other prevention methods are still"
1,,,
1,,,
1,,,
1,,,
1,,,A conclusion supported by decades of research (including the PARTNER studies) showing no linked sexu
1,,,
1,,,
1,,,U=U means no transmission when HIV levels are very low.
1,,,That it is all about HIV
1,,,
1,,,
1,It's good because it prevents from contacting HIV,,
1,,,
1,,,It’s a situation that does not allow for transmission
1,,,
1,,,
1,,,
1,,,
1,PrEP lowers infection risk before any exposure occurs.,It is a preventive action following HIV risk.,
1,,,
1,,,"someone with HIV takes their medication and the virus becomes undetectable, they can't pass HIV to s"
1,,,
1,,,
1,It’s a medicine for people who are HIV-negative but want to stay that way,"It’s something you take after potential exposure, not before, to lower your chances of infection.",
1,"It’s a modern way to stay safe from HIV, alongside other protection methods",It’s an option for people who think they’ve just been exposed to HIV.,
1,PrEP is for people who want to take control of their sexual health and avoid HIV.,PEP is used in emergencies to prevent HIV after something risky happens,
1,PrEP is a daily pill that helps block HIV from taking hold in your body.,PEP is taken after potential exposure to reduce the chance of infection.,
1,,,"If you don't know about it, it can harm you?"
1,,,
1,,,"I know about U=U and what it means, It means that people living with HIV who achieve and maintain an"
1,PrEP works by stopping HIV from spreading in your body if you’re exposed to it.,PEP gives you a second chance to protect yourself if you act quickly,
1,,,"If you take your medication properly and it reduces the viral load, you can't transmit HIV to anothe"
1,,,It a treatment
1,PrEP is used by people who want to be proactive about avoiding HIV infection,PEP is a time-sensitive medication that can help prevent HIV infection,
1,,,
1,PrEP is a medication for people without HIV but are at risk of having it,PEP is an emergency HIV medication for people with HIV to stop the virus from infecting someone,
1,PrEP is a daily pill that helps block HIV from taking hold in your body.,PEP is taken after potential exposure to reduce the chance of infection.,
1,PrEP is a daily routine medication that helps keep HIV away,PEP is what you turn to when you need immediate action after possible HIV contact,
1,,,a person living with HIV who takes their medication consistently and has an undetectable viral load
1,It’s a medication designed to keep HIV from infecting you if you’re exposed.,It’s something you take right after a risky situation to help prevent HIV,
1,,,
1,,,When a person with HIV is treated that the virus can't be detected nor transmitted through sex
1,,,
1,a certain medication taken to reduce someone’s chances of being infected with HIV,"say someone thinks they’ve been exposed to HIV, they take the medications so they don’t get infected",
1,medications taken to reduce my chances of getting HIV positive,a medication taken if i might have been exposed to HIV to prevent me from having the infection,
1,,,It shows the importance of regular treatment and testing.
1,It’s a form of protection you use before potential exposure to HIV.,It’s like a quick response plan if you think you’ve been exposed to HIV.,
1,It’s like taking precautions in advance so HIV doesn’t become a problem later.,It’s taken daily for about a month after a potential HIV exposure,
1,It’s a daily habit that helps keep HIV out of your body.,PEP is a way to reduce risk when you act quickly after HIV contact,
1,It's a method used to prevent HIV infections.,It's an emergency HIV prevention treatment taken after a possible exposure to the virus.,
1,,,A reminder that consistent adherence to HIV medication and regular viral load testing are necessary
1,,,
1,,,
1,,,
1,Prep is a pill that prevents HIV,I see it as 99 percent effective for preventing HIV,
1,It's a med I take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,,,I understand U=U as meaning that when someone living with HIV takes their medication consistently
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It means consistent treatment drugs that ensure no transportation during sexual intercourse.
1,PrEP is a daily pill that helps stop HIV infection,PEP must be started within 72 hours of exposure to HIV,
1,,,
1,,,
1,,,When one takes medication fully it makes the virus untransmittable
1,,,a public health message that helps reduce stigma by showing people with HIV can live and love safely
1,,,U=U means people living with HIV who maintain an undetectable viral
1,,,Preventing your HIV
1,,,
1,,,A medication that makes you look like a person that is not positive
1,,,A connection
1,,,
1,,,Incredible
1,,,Important
1,,,Great
1,,,Important
1,,,Positive
1,,,Important
1,,,
1,,,
1,,,Incredible
1,,,Necessary
1,,,
1,,,Vital
1,,,Important
1,,,Progressive
1,,,Interesting
1,,,Important
1,,,
1,,,Great
1,,,Great
1,,,Important
1,,,Very reliable
1,,,Really good
1,,,
1,,,Very great
1,,,Perfect
1,PrEP stands for pre-exposure prophylaxis. It is a medicine people who do not have HIV can take to gr,PEP stands for post-exposure prophylaxis. It is an emergency medicine treatment taken after a possib,
1,,,
1,,,Don’t know
1,,,Undetectable virus that can’t transmit I guess
1,,,
1,,,
1,Substance that prevents one from getting hiv,Substance or drugs use to prevent hiv,
1,Drug that prevents hiv,Drug that prevents hiv,
1,Drug to maintain hiv,Something that prevent hiv,
1,A substance drug use to prevent hiv,Substance drug that prevent hiv,
1,"Protection you take in advance, not after risk","Protection you take in advance, not after risk",
